variante,agente,capas,ticker,fecha_entrada,fecha_salida,precio_entrada,precio_salida,retorno,motivo_salida,score_entrada,criterio_pe_historico,criterio_pe_proyectado,criterio_deuda_capital,criterio_crecimiento_eps,criterio_peg,criterio_market_cap
Small · solo Lynch,Small,lynch,VIAV,2024-04-30,2024-05-31,7.900000095367432,7.519999980926514,-0.04905294047389819,senal,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,CCOI,2024-04-30,2024-05-31,64.18000030517578,59.220001220703125,-0.06292930357198478,senal,4,1,1,0,1,1,0
Small · solo Lynch,Small,lynch,ACMR,2024-04-30,2024-05-31,25.520000457763672,21.600000381469727,-0.1544511992936195,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,STRL,2024-04-30,2024-05-31,101.5999984741211,122.87000274658203,0.20814139079540972,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,MGRC,2024-04-30,2024-05-31,106.66000366210938,108.9800033569336,0.020729783160597925,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,AMSF,2024-04-30,2024-05-31,45.599998474121094,43.83000183105469,-0.03977655909767275,senal,4,1,1,0,0,1,1
Small · solo Lynch,Small,lynch,SDGR,2024-04-30,2024-05-31,24.3799991607666,21.520000457763672,-0.11819169083884296,senal,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,EFSC,2024-04-30,2024-05-31,38.0099983215332,38.689998626708984,0.01687231692160074,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,HBT,2024-04-30,2024-05-31,18.454999923706055,19.5,0.06611796599469977,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,LKFN,2024-04-30,2024-05-31,58.77000045776367,62.029998779296875,0.05441517078141578,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,RNST,2024-04-30,2024-05-31,29.059999465942383,30.1200008392334,0.03543997815239974,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,WAFD,2024-04-30,2024-05-31,27.09000015258789,28.010000228881836,0.04236354395053099,senal,4,1,1,0,0,1,1
Small · solo Lynch,Small,lynch,CCBG,2024-04-30,2024-05-31,26.520000457763672,27.15999984741211,0.023108954039929852,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,CHCO,2024-04-30,2024-05-31,101.0199966430664,102.22000122070312,0.010867423249779629,senal,5,1,1,1,0,1,1
Small · solo Lynch,Small,lynch,NWBI,2024-04-30,2024-05-31,10.600000381469727,10.949999809265137,0.05183180225962447,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,TOWN,2024-04-30,2024-05-31,25.8700008392334,27.190000534057617,0.04997354028055723,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,DIN,2024-04-30,2024-05-31,44.099998474121094,39.45000076293945,-0.10633648870450196,senal,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,JACK,2024-04-30,2024-05-31,57.06999969482422,55.36000061035156,-0.030932940028535194,senal,4,1,1,0,0,1,1
Small · solo Lynch,Small,lynch,WGO,2024-04-30,2024-05-31,61.58000183105469,62.04999923706055,0.006624832428068883,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,RES,2024-04-30,2024-05-31,6.690000057220459,6.829999923706055,0.025985923995164972,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,KOP,2024-04-30,2024-05-31,51.279998779296875,44.33000183105469,-0.1350173770351848,senal,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,PRLB,2024-04-30,2024-05-31,30.479999542236328,30.969999313354492,0.015060286128566247,senal,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,MGPI,2024-04-30,2024-05-31,78.44000244140625,77.62000274658203,-0.009963892237470184,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,NATR,2024-04-30,2024-05-31,19.450000762939453,15.319999694824219,-0.2131268419129695,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,OSUR,2024-04-30,2024-05-31,5.289999961853027,4.730000019073486,-0.10675401972985854,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,ASTE,2024-04-30,2024-05-31,41.79999923706055,32.4900016784668,-0.2206002095255687,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,EIG,2024-04-30,2024-05-31,42.59000015258789,42.18000030517578,-0.0036673493285401815,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,HASI,2024-04-30,2024-05-31,25.010000228881836,33.290000915527344,0.32973700527035477,senal,4,1,1,0,1,1,0
Small · solo Lynch,Small,lynch,HOPE,2024-04-30,2024-05-31,10.020000457763672,10.529999732971191,0.06372650154561454,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,HRTG,2024-04-30,2024-05-31,10.210000038146973,8.5,-0.16831517205937874,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,FSBC,2024-04-30,2024-05-31,21.6200008392334,22.920000076293945,0.06870625298224109,senal,5,1,1,1,0,1,1
Small · solo Lynch,Small,lynch,ROCK,2024-04-30,2024-06-28,71.45999908447266,68.55000305175781,-0.041681065441169673,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,LYTS,2024-04-30,2024-06-28,14.600000381469727,14.470000267028809,-0.006565800019413981,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,PCRX,2024-04-30,2024-06-28,26.25,28.610000610351562,0.08881515284729025,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,NBTB,2024-04-30,2024-06-28,35.0099983215332,38.599998474121094,0.11100192415385268,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,GSHD,2024-04-30,2024-06-28,56.90999984741211,57.439998626708984,0.008303866426655704,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,MTUS,2024-04-30,2024-06-28,20.559999465942383,20.270000457763672,-0.015090659007570006,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,OLLI,2024-04-30,2024-06-28,73.13999938964844,98.16999816894531,0.34087850056990976,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,CNMD,2024-04-30,2024-06-28,67.9800033569336,69.31999969482422,0.021496905398493027,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,LBRT,2024-04-30,2024-06-28,22,20.889999389648438,-0.0484890692683827,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,VIAV,2024-05-31,2024-06-28,7.519999980926514,6.869999885559082,-0.08734951853977113,senal,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,ACMR,2024-05-31,2024-06-28,21.600000381469727,23.059999465942383,0.06652522336246403,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,SDGR,2024-05-31,2024-06-28,21.520000457763672,19.34000015258789,-0.10219960146584861,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,JACK,2024-05-31,2024-06-28,55.36000061035156,50.939998626708984,-0.0736601532338782,senal,4,1,1,0,0,1,1
Small · solo Lynch,Small,lynch,RES,2024-05-31,2024-06-28,6.829999923706055,6.25,-0.08583442035730171,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,KOP,2024-05-31,2024-06-28,44.33000183105469,36.9900016784668,-0.1664105334903262,senal,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,PRLB,2024-05-31,2024-06-28,30.969999313354492,30.889999389648438,-0.0035803100760172235,senal,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,MGPI,2024-05-31,2024-06-28,77.62000274658203,74.4000015258789,-0.04244231293163603,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,OSUR,2024-05-31,2024-06-28,4.730000019073486,4.260000228881836,-0.10026611490656445,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,ASTE,2024-05-31,2024-06-28,32.4900016784668,29.65999984741211,-0.08801649694993352,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,HRTG,2024-05-31,2024-06-28,8.5,7.079999923706055,-0.16789156543737294,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,ARIS,2024-04-30,2024-07-31,4.03000020980835,4.489999771118164,0.11302994052705073,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,HALO,2024-04-30,2024-07-31,38.099998474121094,55.2599983215332,0.44894368370403837,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,SND,2024-04-30,2024-07-31,2.0899999141693115,2.0799999237060547,-0.005779698094266483,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,LOVE,2024-04-30,2024-07-31,22.18000030517578,27.360000610351562,0.23231050828088584,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,BL,2024-05-31,2024-07-31,47.720001220703125,47.52000045776367,-0.005186690634234825,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,ACMR,2024-06-28,2024-07-31,23.059999465942383,17.950000762939453,-0.22237399544779712,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,PCRX,2024-06-28,2024-07-31,28.610000610351562,20.649999618530273,-0.2789460209257173,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,WGO,2024-06-28,2024-07-31,54.20000076293945,62.52000045776367,0.1523522002024389,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,LMAT,2024-04-30,2024-08-30,64.80000305175781,90.29000091552734,0.39755623405208484,senal,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,REX,2024-04-30,2024-08-30,27.665000915527344,22.674999237060547,-0.18119178901384458,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,VITL,2024-04-30,2024-08-30,26.760000228881836,31.450000762939453,0.1740866351251722,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,IMXI,2024-04-30,2024-08-30,20.229999542236328,18.149999618530273,-0.10371455429072829,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,DIN,2024-05-31,2024-08-30,39.45000076293945,31.6200008392334,-0.18826422294092515,senal,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,NATR,2024-05-31,2024-08-30,15.319999694824219,13.800000190734863,-0.10011723791340721,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,JELD,2024-05-31,2024-08-30,15.510000228881836,14.239999771118164,-0.08280057244250794,senal,4,0,1,0,1,1,1
Small · solo Lynch,Small,lynch,JACK,2024-06-28,2024-08-30,50.939998626708984,49.36000061035156,-0.023419049705557082,senal,4,1,1,0,0,1,1
Small · solo Lynch,Small,lynch,MTUS,2024-06-28,2024-08-30,20.270000457763672,16.260000228881836,-0.19863128136085217,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,MGPI,2024-06-28,2024-08-30,74.4000015258789,89.58999633789062,0.2046045142116364,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,LBRT,2024-06-28,2024-08-30,20.889999389648438,20.59000015258789,-0.015346204630112381,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,ACMR,2024-07-31,2024-08-30,17.950000762939453,18.040000915527344,0.004009173181829473,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,PCRX,2024-07-31,2024-08-30,20.649999618530273,15.5600004196167,-0.2472423924285022,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,KRUS,2024-07-31,2024-08-30,57.4900016784668,65.98999786376953,0.14670416487563687,senal,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,FFBC,2024-04-30,2024-09-30,22.110000610351562,25.229999542236328,0.16237101322096725,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,IBOC,2024-04-30,2024-09-30,55.650001525878906,59.790000915527344,0.08548903896479776,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,WSFS,2024-04-30,2024-09-30,42.72999954223633,50.9900016784668,0.19957537048842267,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,PFBC,2024-04-30,2024-09-30,75.69000244140625,80.25,0.06920767960285112,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,PEBO,2024-04-30,2024-09-30,29.040000915527344,30.09000015258789,0.06291339136386442,senal,5,1,1,1,0,1,1
Small · solo Lynch,Small,lynch,SRCE,2024-04-30,2024-09-30,49.599998474121094,59.880001068115234,0.22126012917966653,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,TRMK,2024-04-30,2024-09-30,29.600000381469727,31.81999969482422,0.09000426405561623,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,LGND,2024-04-30,2024-09-30,69.88999938964844,100.08999633789062,0.43067580823103513,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,NOG,2024-04-30,2024-09-30,40.790000915527344,35.40999984741211,-0.1128191864433441,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,OII,2024-04-30,2024-09-30,22.90999984741211,24.8700008392334,0.08446692367398057,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,YORW,2024-04-30,2024-09-30,35.5099983215332,37.459999084472656,0.06581820304480468,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,CWCO,2024-04-30,2024-09-30,25.450000762939453,25.209999084472656,-0.006865648662729984,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,GSBC,2024-04-30,2024-09-30,51.400001525878906,57.310001373291016,0.12987589484723872,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,HBT,2024-05-31,2024-09-30,19.5,21.8799991607666,0.13125829942849498,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,RNST,2024-05-31,2024-09-30,30.1200008392334,32.5,0.09350154366416952,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,WAFD,2024-05-31,2024-09-30,28.010000228881836,34.849998474121094,0.252195774135036,senal,4,1,1,0,0,1,1
Small · solo Lynch,Small,lynch,CHCO,2024-05-31,2024-09-30,102.22000122070312,117.38999938964844,0.15471189464708912,senal,5,1,1,1,0,1,1
Small · solo Lynch,Small,lynch,NWBI,2024-05-31,2024-09-30,10.949999809265137,13.380000114440918,0.23887495739605624,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,HOPE,2024-05-31,2024-09-30,10.529999732971191,12.5600004196167,0.2058849876018134,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,SDGR,2024-06-28,2024-09-30,19.34000015258789,18.549999237060547,-0.041806942651776535,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,KOP,2024-06-28,2024-09-30,36.9900016784668,36.529998779296875,-0.01164842293109436,senal,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,PRLB,2024-06-28,2024-09-30,30.889999389648438,29.3700008392334,-0.05015737259202613,senal,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,OSUR,2024-06-28,2024-09-30,4.260000228881836,4.269999980926514,0.0013452627361130176,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,CRUS,2024-07-31,2024-09-30,130.47999572753906,124.20999908447266,-0.04900502605014678,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,TCBK,2024-07-31,2024-09-30,46.529998779296875,42.650001525878906,-0.07739799803642966,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,WRLD,2024-07-31,2024-09-30,122.12000274658203,117.9800033569336,-0.034866932543724416,senal,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,SND,2024-07-31,2024-09-30,2.0799999237060547,1.9700000286102295,-0.053831499766825996,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,MTUS,2024-08-30,2024-09-30,16.260000228881836,14.829999923706055,-0.08885772307881834,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,OLLI,2024-08-30,2024-09-30,89.55999755859375,97.19999694824219,0.08422090105311386,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,NATR,2024-08-30,2024-09-30,13.800000190734863,13.619999885559082,-0.014030209955457784,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,IMXI,2024-08-30,2024-09-30,18.149999618530273,18.489999771118164,0.017714313061938824,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,LBRT,2024-08-30,2024-09-30,20.59000015258789,19.09000015258789,-0.07040781529480755,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,LOVE,2024-08-30,2024-09-30,23.239999771118164,28.649999618530273,0.23155581167351147,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,STBA,2024-04-30,2024-10-31,30.149999618530273,37.97999954223633,0.2822660449876504,senal,5,1,1,1,0,1,1
Small · solo Lynch,Small,lynch,FMBH,2024-04-30,2024-10-31,30.959999084472656,38.150001525878906,0.24759560759956623,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,WHD,2024-04-30,2024-10-31,49.63999938964844,59.290000915527344,0.19863901773366188,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,EPAC,2024-04-30,2024-10-31,35.630001068115234,44.119998931884766,0.23820534153380524,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,ROCK,2024-06-28,2024-10-31,68.55000305175781,67.48999786376953,-0.016447531191228104,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,LYTS,2024-06-28,2024-10-31,14.470000267028809,16.360000610351562,0.1331664277031921,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,HRTG,2024-06-28,2024-10-31,7.079999923706055,10.350000381469727,0.4604029774022964,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,BL,2024-07-31,2024-10-31,47.52000045776367,55.369998931884766,0.164028666721435,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,WGO,2024-08-30,2024-10-31,59.65999984741211,56.040000915527344,-0.05578799615854246,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,REX,2024-08-30,2024-10-31,22.674999237060547,22.364999771118164,-0.01465750322585857,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,CRUS,2024-09-30,2024-10-31,124.20999908447266,109.81999969482422,-0.11673610853569294,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,PGNY,2024-09-30,2024-10-31,16.760000228881836,15.050000190734863,-0.10292638736752246,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,SDGR,2024-09-30,2024-10-31,18.549999237060547,17.594999313354492,-0.05243075818172904,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,HBT,2024-09-30,2024-10-31,21.8799991607666,21.360000610351562,-0.024742071234372,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,WSFS,2024-09-30,2024-10-31,50.9900016784668,49.16999816894531,-0.03665741036385506,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,CHCO,2024-09-30,2024-10-31,117.38999938964844,116.5999984741211,-0.0011047001422119784,senal,5,1,1,1,0,1,1
Small · solo Lynch,Small,lynch,NWBI,2024-09-30,2024-10-31,13.380000114440918,13.289999961853027,-0.007719384044995947,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,TCBK,2024-09-30,2024-10-31,42.650001525878906,42.72999954223633,0.0008740935281337237,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,WRLD,2024-09-30,2024-10-31,117.9800033569336,114.0999984741211,-0.03385384169047201,senal,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,NOG,2024-09-30,2024-10-31,35.40999984741211,36.25,0.02269852316102261,senal,4,1,1,0,1,1,0
Small · solo Lynch,Small,lynch,OII,2024-09-30,2024-10-31,24.8700008392334,24.399999618530273,-0.0198791758600112,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,KOP,2024-09-30,2024-10-31,36.529998779296875,34.0099983215332,-0.06991507616882031,senal,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,PRLB,2024-09-30,2024-10-31,29.3700008392334,27.399999618530273,-0.06800797797913449,senal,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,MTUS,2024-09-30,2024-10-31,14.829999923706055,14.09000015258789,-0.05084870213419823,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,MGPI,2024-09-30,2024-10-31,83.25,48.040000915527344,-0.4235198902881774,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,NATR,2024-09-30,2024-10-31,13.619999885559082,12.65999984741211,-0.07141386792709914,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,YORW,2024-09-30,2024-10-31,37.459999084472656,35.16999816894531,-0.06207070440559026,senal,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,CWCO,2024-09-30,2024-10-31,25.209999084472656,23.760000228881836,-0.054332850842233604,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,OSUR,2024-09-30,2024-10-31,4.269999980926514,4.070000171661377,-0.04779128638133512,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,IMXI,2024-09-30,2024-10-31,18.489999771118164,17.59000015258789,-0.049626026638253995,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,LBRT,2024-09-30,2024-10-31,19.09000015258789,17.06999969482422,-0.10670864022881554,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,GSBC,2024-09-30,2024-10-31,57.310001373291016,56.689998626708984,-0.011807297331044131,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,MLKN,2024-09-30,2024-10-31,24.760000228881836,22.360000610351562,-0.09783337588541685,senal,4,0,1,0,1,1,1
Small · solo Lynch,Small,lynch,INVA,2024-04-30,2024-11-29,15.109999656677246,18.989999771118164,0.2555271310322982,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,LNTH,2024-04-30,2024-11-29,66.54000091552734,89.2699966430664,0.3402577056940175,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,MAMA,2024-04-30,2024-11-29,5.940000057220459,9.770000457763672,0.6431368359907375,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,PNTG,2024-05-31,2024-11-29,23.540000915527344,31.18000030517578,0.3232296893975244,senal,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,EFSC,2024-05-31,2024-11-29,38.689998626708984,60.59000015258789,0.5834881041598443,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,APOG,2024-05-31,2024-11-29,64.97000122070312,84.20999908447266,0.30454607481560836,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,VIAV,2024-06-28,2024-11-29,6.869999885559082,9.9399995803833,0.4454239055630935,senal,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,ARIS,2024-07-31,2024-11-29,4.489999771118164,3.7899999618530273,-0.15674585692723342,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,JELD,2024-08-30,2024-11-29,14.239999771118164,10.890000343322754,-0.2360173286277194,senal,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,CRUS,2024-10-31,2024-11-29,109.81999969482422,104.44999694824219,-0.049849086197812364,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,AIN,2024-10-31,2024-11-29,67.91999816894531,82.9000015258789,0.21933346636268136,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,PGNY,2024-10-31,2024-11-29,15.050000190734863,15.569999694824219,0.033517168804090725,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,HALO,2024-10-31,2024-11-29,50.56999969482422,48.20000076293945,-0.04781860583825559,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,WGO,2024-10-31,2024-11-29,56.040000915527344,58.540000915527344,0.04356675479008598,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,MGPI,2024-10-31,2024-11-29,48.040000915527344,46.279998779296875,-0.035303722260856985,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,OLLI,2024-10-31,2024-11-29,91.83000183105469,98.94999694824219,0.07645725490298472,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,OSUR,2024-10-31,2024-11-29,4.070000171661377,3.799999952316284,-0.06727254490155354,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,SPXC,2024-04-30,2024-12-31,121.80999755859375,145.52000427246094,0.19345311191111936,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,CAKE,2024-04-30,2024-12-31,34.52000045776367,47.439998626708984,0.4007869112911093,senal,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,AWR,2024-04-30,2024-12-31,70.83999633789062,77.72000122070312,0.11450227347530162,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,HOFT,2024-04-30,2024-12-31,17,14.010000228881836,-0.1398897255621918,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,CCOI,2024-05-31,2024-12-31,59.220001220703125,77.06999969482422,0.33355510625060525,senal,4,1,1,0,1,1,0
Small · solo Lynch,Small,lynch,RES,2024-06-28,2024-12-31,6.25,5.940000057220459,-0.038364509326992424,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,ACMR,2024-08-30,2024-12-31,18.040000915527344,15.100000381469727,-0.1638080160459131,senal,6,1,1,1,1,1,1
Small · solo Lynch,Small,lynch,DIN,2024-08-30,2024-12-31,31.6200008392334,30.100000381469727,-0.01633878227403851,senal,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,JACK,2024-08-30,2024-12-31,49.36000061035156,41.63999938964844,-0.14952335944224948,senal,4,1,1,0,0,1,1
Small · solo Lynch,Small,lynch,RNST,2024-09-30,2024-12-31,32.5,35.75,0.10553104250961431,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,SND,2024-09-30,2024-12-31,1.9700000286102295,2.25,0.19532301390886286,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,ROCK,2024-10-31,2024-12-31,67.48999786376953,58.900001525878906,-0.12815056879797404,senal,5,1,1,1,1,1,0
Small · solo Lynch,Small,lynch,NRC,2024-10-31,2024-12-31,18.1299991607666,17.639999389648438,-0.02145421391633151,senal,4,1,1,1,0,0,1
Small · solo Lynch,Small,lynch,LMAT,2024-10-31,2024-12-31,88.38999938964844,92.13999938964844,0.04299671383912429,senal,4,0,0,1,1,1,1
Small · solo Lynch,Small,lynch,WRLD,2024-10-31,2024-12-31,114.0999984741211,112.44000244140625,-0.015533811997005542,senal,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,REX,2024-10-31,2024-12-31,22.364999771118164,20.844999313354492,-0.06889516036646759,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,NOG,2024-10-31,2024-12-31,36.25,37.15999984741211,0.036153756705772144,senal,4,1,1,0,1,1,0
Small · solo Lynch,Small,lynch,OII,2024-10-31,2024-12-31,24.399999618530273,26.079999923706055,0.06778388734055563,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,WHD,2024-10-31,2024-12-31,59.290000915527344,58.36000061035156,-0.014804332662244013,senal,4,0,1,1,1,1,0
Small · solo Lynch,Small,lynch,KOP,2024-10-31,2024-12-31,34.0099983215332,32.400001525878906,-0.046554612580323784,senal,5,1,1,0,1,1,1
Small · solo Lynch,Small,lynch,YORW,2024-10-31,2024-12-31,35.16999816894531,32.720001220703125,-0.0644069035230862,senal,5,0,1,1,1,1,1
Small · solo Lynch,Small,lynch,MLKN,2024-10-31,2024-12-31,22.360000610351562,22.59000015258789,0.016787322257383774,senal,4,0,1,0,1,1,1
